X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,Y
-86.0,-29.0,0.46,0.22,-0.3,-13.0,-17.0,0.0,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
-252.0,-32.0,0.41,0.24,0.2,-13.0,-19.0,-0.01,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-341.0,-41.0,0.3,0.03,0.8,-12.0,12.0,-0.007,-1.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-300.0,-45.0,0.24,0.03,0.9,-12.0,4.0,-0.016,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-230.0,-49.0,0.12,-0.19,1.1,-12.0,15.0,-0.01,3.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-192.0,-50.0,0.1,-0.16,1.1,-12.0,20.0,-0.01,1.8,-0.0009,-0.0009,-0.0009,-0.0009,-0.0001,0.0,0.0,0.0,-0.0009,1
-21.0,-52.0,0.01,-0.09,1.2,-12.0,11.0,-0.007,0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
56.0,-51.0,-0.03,0.02,1.2,-12.0,13.0,-0.007,-0.7,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,1
135.0,-48.0,0.02,0.03,1.2,-12.0,3.0,0.003,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
-28.0,-43.0,-0.21,0.11,0.9,-12.0,-7.0,-0.007,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
43.0,-45.0,-0.3,-0.04,0.4,-13.0,12.0,-0.007,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
408.0,-36.0,-0.05,-0.1,-0.2,-13.0,17.0,0.015,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
512.0,-23.0,0.2,0.03,0.0,-13.0,-4.0,0.015,1.4,-0.0007,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0001,0.0,-0.0005,1
435.0,-8.0,0.15,0.11,0.4,-13.0,-6.0,-0.007,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
45.0,8.0,-0.16,0.19,0.4,-13.0,-15.0,-0.015,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-127.0,6.0,-0.11,0.16,0.2,-13.0,-9.0,0.009,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-48.0,-4.0,0.23,0.04,0.8,-12.0,2.0,0.0,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
-144.0,-7.0,0.07,0.12,1.1,-12.0,-7.0,-0.009,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
362.0,-2.0,-0.22,-0.06,0.7,-12.0,12.0,-0.004,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
430.0,9.0,-0.27,0.16,0.3,-13.0,-11.0,-0.005,-1.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
381.0,13.0,-0.3,0.17,0.2,-13.0,-7.0,-0.005,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0
366.0,14.0,-0.3,0.22,0.1,-13.0,-9.0,-0.005,-1.6,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,1
-260.0,18.0,-0.04,0.22,-0.7,-14.0,-16.0,0.008,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,1
-456.0,4.0,0.31,0.13,-0.5,-13.0,-8.0,0.015,0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,1
-101.0,-33.0,0.18,-0.02,1.6,-11.0,7.0,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-207.0,-37.0,-0.26,0.15,1.6,-11.0,-9.0,-0.022,-0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-257.0,-41.0,-0.45,-0.15,1.3,-12.0,8.0,-0.021,4.5,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,1
-36.0,-45.0,-0.4,-0.08,0.5,-12.0,17.0,0.012,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
441.0,-38.0,-0.1,-0.14,-0.2,-13.0,21.0,0.013,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
676.0,-22.0,0.09,-0.05,-0.2,-13.0,8.0,0.011,0.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
694.0,5.0,0.24,0.1,0.3,-13.0,-4.0,0.004,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
432.0,22.0,0.23,0.24,0.7,-12.0,-28.0,-0.003,1.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
290.0,25.0,0.21,0.31,0.9,-12.0,-24.0,-0.007,-0.5,-0.001,-0.0009,-0.0009,-0.0008,-0.0002,0.0,-0.0002,0.0,-0.0008,0
34.0,28.0,0.05,0.21,1.0,-12.0,-23.0,-0.019,1.7,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-337.0,17.0,-0.46,0.14,0.2,-13.0,-9.0,-0.011,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-456.0,2.0,-0.43,0.12,-0.9,-14.0,-5.0,0.005,0.1,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,1
-174.0,-12.0,0.11,-0.12,-1.3,-14.0,18.0,0.026,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,1
187.0,-11.0,0.5,-0.02,-0.4,-13.0,10.0,0.009,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
69.0,-3.0,0.5,0.17,1.1,-12.0,-12.0,-0.005,-0.6,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,1
-138.0,-3.0,0.33,0.17,1.8,-11.0,-15.0,-0.013,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-278.0,-8.0,0.09,0.14,2.1,-11.0,-10.0,-0.025,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-390.0,-23.0,-0.39,0.07,1.6,-11.0,-3.0,-0.016,0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
489.0,-25.0,0.1,-0.11,-0.2,-13.0,19.0,0.022,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,1
594.0,-9.0,0.3,0.05,0.3,-13.0,-8.0,0.007,1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
567.0,-1.0,0.33,0.32,0.6,-12.0,-8.0,-0.003,-3.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
151.0,12.0,0.06,0.25,1.0,-12.0,-23.0,-0.018,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-61.0,10.0,-0.38,0.08,0.2,-13.0,-2.0,-0.007,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
283.0,16.0,-0.06,0.0,-1.5,-14.0,9.0,0.012,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
-270.0,26.0,0.41,0.18,0.8,-12.0,-13.0,-0.007,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-246.0,12.0,0.18,0.01,1.6,-11.0,5.0,-0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-299.0,-1.0,-0.36,0.09,1.4,-12.0,-5.0,-0.02,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-75.0,-15.0,-0.21,-0.02,0.1,-13.0,8.0,0.008,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,1
53.0,-15.0,0.09,0.04,-0.1,-13.0,3.0,0.01,-0.1,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,1
-411.0,-37.0,-0.2,0.13,-0.5,-13.0,-7.0,-0.003,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-305.0,-68.0,0.27,0.04,-0.5,-13.0,4.0,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-249.0,-73.0,0.37,-0.06,-0.2,-13.0,10.0,0.009,1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-185.0,-79.0,0.32,0.05,0.6,-12.0,1.0,-0.008,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-152.0,-82.0,0.24,-0.11,0.8,-12.0,11.0,-0.011,2.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-45.0,-84.0,-0.22,0.05,0.9,-12.0,3.0,-0.022,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
109.0,-84.0,-0.67,0.0,-0.2,-13.0,7.0,-0.019,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,1
139.0,-83.0,-0.74,0.0,-0.5,-13.0,8.0,-0.018,0.1,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0.0,0.0001,0.0,-0.0012,1
216.0,-79.0,-0.69,0.0,-1.4,-14.0,9.0,0.01,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
292.0,-75.0,-0.5,0.04,-2.0,-15.0,5.0,0.025,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
456.0,-63.0,0.15,0.01,-2.4,-15.0,10.0,0.034,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,1
434.0,-50.0,0.47,0.12,-1.8,-15.0,-11.0,0.012,1.5,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,1
-117.0,-37.0,0.05,0.21,-0.4,-13.0,-16.0,-0.018,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
110.0,-45.0,0.44,0.06,0.8,-12.0,0.0,-0.006,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-189.0,-45.0,-0.07,0.18,1.3,-12.0,-15.0,-0.014,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-296.0,-48.0,-0.14,0.06,1.2,-12.0,-11.0,-0.005,2.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-277.0,-62.0,0.01,0.03,1.0,-12.0,3.0,0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
295.0,-64.0,0.16,-0.07,1.6,-11.0,12.0,-0.002,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
47.0,-43.0,-0.29,0.12,1.3,-12.0,-9.0,-0.008,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
236.0,-38.0,-0.39,-0.04,0.3,-13.0,11.0,-0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
367.0,-13.0,-0.06,0.06,-1.0,-14.0,2.0,0.01,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
102.0,5.0,0.34,0.16,-0.5,-13.0,-11.0,0.009,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,1
-283.0,1.0,0.1,0.2,0.3,-13.0,-16.0,-0.011,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-400.0,-24.0,-0.1,0.07,0.2,-13.0,-2.0,-0.005,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
48.0,-39.0,0.07,-0.06,0.1,-13.0,13.0,0.004,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
314.0,-26.0,0.07,0.01,0.4,-13.0,6.0,-0.002,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
277.0,-17.0,0.04,0.1,0.5,-12.0,-8.0,-0.003,0.9,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-37.0,-11.0,-0.23,0.21,0.4,-13.0,-16.0,-0.014,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-257.0,-15.0,-0.28,0.19,-0.2,-13.0,-13.0,0.001,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-253.0,-31.0,0.13,0.04,-0.5,-13.0,4.0,0.014,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
217.0,-34.0,0.1,-0.04,0.3,-13.0,11.0,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,1
359.0,-24.0,0.08,0.01,0.5,-12.0,6.0,-0.002,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
157.0,-7.0,-0.3,0.15,0.2,-13.0,-11.0,-0.013,0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
-115.0,-7.0,0.28,0.11,0.0,-13.0,-5.0,0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-138.0,-9.0,0.36,0.01,0.3,-13.0,3.0,0.007,1.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
51.0,-12.0,0.23,0.01,1.6,-11.0,5.0,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
7.0,-10.0,-0.14,0.1,1.8,-11.0,-5.0,-0.018,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-79.0,-19.0,-0.22,0.08,-0.8,-14.0,0.0,0.003,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,1
-71.0,-20.0,-0.24,-0.1,-1.0,-14.0,6.0,-0.007,3.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-52.0,-20.0,-0.25,-0.08,-1.0,-14.0,11.0,-0.007,2.3,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
247.0,-16.0,0.27,-0.03,-1.1,-14.0,11.0,0.021,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
302.0,-7.0,0.59,0.07,-0.3,-13.0,-3.0,0.015,0.9,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,1
-274.0,-3.0,0.14,0.16,2.4,-11.0,-14.0,-0.026,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-338.0,-12.0,-0.24,0.07,2.3,-11.0,1.0,-0.023,-1.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-231.0,-23.0,-0.64,-0.02,1.3,-12.0,7.0,-0.015,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
236.0,-24.0,-0.29,-0.07,-0.8,-14.0,15.0,0.018,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
-238.0,-14.0,0.28,0.18,0.0,-13.0,-13.0,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
-313.0,-32.0,0.3,0.06,1.0,-12.0,-1.0,-0.002,-0.1,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,1
-234.0,-45.0,0.09,0.02,1.6,-11.0,4.0,-0.009,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-199.0,-50.0,-0.14,0.04,1.5,-11.0,0.0,-0.021,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0001,0.0,-0.001,1
-157.0,-53.0,-0.27,-0.22,1.3,-12.0,13.0,-0.012,3.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,1
-30.0,-54.0,-0.29,-0.18,1.2,-12.0,24.0,0.01,0.1,-0.0004,-0.0004,-0.0004,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,1
413.0,-47.0,0.02,-0.14,0.9,-12.0,21.0,0.014,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
553.0,-31.0,0.14,0.04,1.1,-12.0,-1.0,-0.002,0.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
144.0,-9.0,-0.04,0.19,1.3,-12.0,-15.0,-0.006,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
36.0,-8.0,-0.08,0.1,1.2,-12.0,1.0,-0.005,-1.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,1
-124.0,-11.0,-0.55,0.1,-0.2,-13.0,-5.0,-0.009,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-131.0,-11.0,-0.56,0.1,-0.3,-13.0,-4.0,-0.009,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
-159.0,-14.0,-0.48,0.01,-0.8,-14.0,2.0,0.016,1.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-142.0,-15.0,-0.42,0.06,-1.0,-14.0,4.0,0.015,-0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,1
-50.0,-19.0,0.18,0.04,-1.3,-14.0,5.0,0.022,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
-171.0,-22.0,0.64,0.16,-0.2,-13.0,-10.0,0.014,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,1
-240.0,-28.0,0.66,0.08,0.8,-12.0,1.0,-0.008,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-324.0,-37.0,0.24,0.11,1.8,-11.0,-6.0,-0.028,-0.2,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,1
-335.0,-38.0,0.19,0.12,1.8,-11.0,-7.0,-0.028,-0.5,-0.0013,-0.0012,-0.0012,-0.0011,-0.0002,0.0,-0.0002,0.0,-0.0011,1
-393.0,-46.0,-0.35,0.09,1.7,-11.0,-4.0,-0.039,-0.5,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,1
-396.0,-53.0,-0.7,-0.21,1.2,-12.0,10.0,-0.032,4.6,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
186.0,-59.0,-0.52,-0.17,-0.7,-14.0,25.0,0.018,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
306.0,-44.0,0.02,0.16,-1.4,-14.0,-8.0,0.022,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,1
246.0,-39.0,0.24,0.06,-1.3,-14.0,-2.0,0.021,1.6,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,1
523.0,-12.0,-0.39,0.04,-0.3,-16.0,9.0,0.002,-0.1,-0.0014,-0.0015,-0.0015,-0.0015,0.0001,0.0,0.0,0.0,-0.0015,0
408.0,20.0,-0.07,0.23,-1.3,-17.0,-8.0,0.015,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
268.0,28.0,0.13,0.31,-1.2,-17.0,-16.0,0.013,-0.4,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0.0,0.0,0.0,-0.0011,0
56.0,32.0,0.17,0.33,-1.0,-17.0,-18.0,0.001,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-99.0,32.0,0.18,0.21,-0.8,-17.0,-13.0,0.001,1.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-223.0,27.0,0.19,0.22,-0.6,-16.0,-6.0,-0.001,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-345.0,10.0,0.1,0.17,0.1,-16.0,-5.0,-0.006,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
-338.0,-23.0,-0.05,0.11,-0.2,-16.0,2.0,0.007,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-2.0,-34.0,0.27,0.01,0.3,-16.0,11.0,0.008,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
90.0,-33.0,0.29,0.15,0.6,-15.0,4.0,-0.006,-1.7,-0.0014,-0.0014,-0.0014,-0.0013,0.0,0.0,-0.0002,0.0,-0.0013,0
139.0,-31.0,0.09,0.07,0.9,-15.0,7.0,-0.022,-0.4,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0
122.0,-22.0,-0.56,0.14,0.0,-16.0,-3.0,-0.016,0.0,-0.0015,-0.0017,-0.0017,-0.0017,0.0002,0.0,0.0,0.0,-0.0017,0
18.0,-18.0,-0.18,0.19,-1.7,-18.0,-4.0,0.014,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-51.0,-18.0,0.3,0.18,-1.6,-17.0,-4.0,0.017,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0
-167.0,-21.0,0.35,0.21,-0.9,-17.0,-9.0,-0.005,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-251.0,-27.0,0.24,0.18,-0.4,-16.0,-4.0,-0.009,-0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-260.0,-39.0,0.03,0.11,0.0,-16.0,0.0,-0.009,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-259.0,-40.0,0.02,0.11,0.0,-16.0,0.0,-0.009,0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,0
-258.0,-41.0,0.0,0.12,0.0,-16.0,1.0,-0.009,0.0,-0.0012,-0.0013,-0.0013,-0.0014,0.0002,0.0,0.0001,0.0,-0.0014,0
-366.0,-48.0,0.03,0.2,0.0,-16.0,-11.0,0.002,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-113.0,-66.0,0.32,-0.03,0.6,-15.0,13.0,0.008,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0
283.0,-56.0,-0.34,0.05,0.8,-15.0,6.0,-0.014,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
347.0,-43.0,-0.46,0.11,-0.3,-16.0,2.0,-0.003,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
278.0,-27.0,-0.31,0.16,-1.5,-17.0,-3.0,0.012,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-300.0,-23.0,0.4,0.25,-0.4,-16.0,-13.0,-0.002,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-342.0,-37.0,0.27,0.1,0.5,-15.0,1.0,-0.01,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
-394.0,-48.0,0.0,0.15,0.8,-15.0,-7.0,-0.019,0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
-393.0,-57.0,-0.28,0.07,0.6,-15.0,8.0,-0.02,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0
211.0,-69.0,0.12,0.02,-1.6,-18.0,13.0,0.026,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
414.0,-52.0,0.66,0.14,-0.3,-16.0,1.0,0.0,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
412.0,-45.0,0.59,0.15,0.4,-16.0,-2.0,-0.014,-0.6,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
136.0,-33.0,0.24,0.26,1.4,-15.0,-16.0,-0.016,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
-55.0,-32.0,-0.22,0.16,1.5,-15.0,-8.0,-0.022,0.0,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
